unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,taxi_pick_up_location
34440947,2016-09-30T00:00:00.000,2016-10-05T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10019,WEST 49 STREET,WEST 49 STREET,9 AVENUE,10 AVENUE,BLOCKFACE,NEW YORK,N/A,Closed,2016-10-30T14:59:52.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-05T00:00:00.000,Unspecified MANHATTAN,MANHATTAN,986792,217425,Unspecified,MANHATTAN,40.763457470026104,-73.99082366446505,"{'type': 'Point', 'coordinates': [-73.99082366446505, 40.763457470026104]}",,,
34440215,2016-09-30T00:00:00.000,2016-10-07T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,577 ISHAM STREET,ISHAM STREET,,,LATLONG,NEW YORK,N/A,Closed,2016-10-30T21:47:31.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-07T00:00:00.000,Unspecified MANHATTAN,MANHATTAN,1006495,255683,Unspecified,MANHATTAN,40.86843728462006,-73.91957125646472,"{'type': 'Point', 'coordinates': [-73.91957125646472, 40.86843728462006]}",,,
34441186,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10461,2437 LYVERE STREET,LYVERE STREET,BEND,EAST TREMONT AVENUE,ADDRESS,BRONX,N/A,Closed,2016-10-30T18:25:59.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T18:34:54.000,10 BRONX,BRONX,1025139,246143,Unspecified,BRONX,40.84218619518547,-73.85222053252758,"{'type': 'Point', 'coordinates': [-73.85222053252758, 40.84218619518547]}",,,
34438427,2016-09-30T00:00:00.000,2016-10-02T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10472,1157 MANOR AVENUE,MANOR AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,N/A,Closed,2016-10-30T10:38:59.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-02T00:00:00.000,09 BRONX,BRONX,1018525,240912,Unspecified,BRONX,40.827856774058226,-73.87615129428903,"{'type': 'Point', 'coordinates': [-73.87615129428903, 40.827856774058226]}",,,
34441415,2016-09-30T00:00:00.000,2016-10-07T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11229,KINGS HWY,KINGS HWY,,,LATLONG,BROOKLYN,N/A,Closed,2016-10-30T17:45:54.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-07T00:00:00.000,Unspecified BROOKLYN,BROOKLYN,998808,163003,Unspecified,BROOKLYN,40.614070032653416,-73.94756485332485,"{'type': 'Point', 'coordinates': [-73.94756485332485, 40.614070032653416]}",,,
34437926,2016-09-30T00:00:00.000,2016-10-11T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10468,2630 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST 192 STREET,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,N/A,Closed,2016-10-30T14:01:55.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-11T00:00:00.000,07 BRONX,BRONX,1011446,255345,Unspecified,BRONX,40.867495712743846,-73.90167186828475,"{'type': 'Point', 'coordinates': [-73.90167186828475, 40.867495712743846]}",,,
34442263,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10011,77 7TH AVENUE,7TH AVENUE,,,LATLONG,NEW YORK,N/A,Closed,2016-10-30T11:09:35.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T11:12:09.000,Unspecified MANHATTAN,MANHATTAN,984495,208430,Unspecified,MANHATTAN,40.73876883084029,-73.9991159051341,"{'type': 'Point', 'coordinates': [-73.9991159051341, 40.73876883084029]}",,,
34439411,2016-09-30T00:00:00.000,2016-10-04T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11411,,,SPRINGFIELD BOULEVARD,120 AVENUE,INTERSECTION,Cambria Heights,N/A,Closed,2016-10-30T12:39:20.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-04T13:01:03.000,Unspecified QUEENS,QUEENS,1054621,191230,Unspecified,QUEENS,40.691279180753845,-73.74624320450889,"{'type': 'Point', 'coordinates': [-73.74624320450889, 40.691279180753845]}",SPRINGFIELD BOULEVARD,120 AVENUE,
34441895,2016-09-30T00:00:00.000,2016-10-07T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11226,1804 CHURCH AVE,CHURCH AVE,,,LATLONG,BROOKLYN,N/A,Closed,2016-10-30T08:21:04.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-07T00:00:00.000,Unspecified BROOKLYN,BROOKLYN,994566,175844,Unspecified,BROOKLYN,40.64932181147257,-73.96282409950838,"{'type': 'Point', 'coordinates': [-73.96282409950838, 40.64932181147257]}",,,
34441657,2016-09-30T00:00:00.000,2016-10-04T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11217,SOUTH OXFORD STREET,SOUTH OXFORD STREET,HANSON PLACE,ATLANTIC AVENUE,BLOCKFACE,BROOKLYN,N/A,Closed,2016-10-30T08:51:08.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-04T00:00:00.000,Unspecified BROOKLYN,BROOKLYN,991689,188799,Unspecified,BROOKLYN,40.684883285269095,-73.9731776849451,"{'type': 'Point', 'coordinates': [-73.9731776849451, 40.684883285269095]}",,,
34441854,2016-09-30T00:00:00.000,2016-09-30T15:40:35.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11235,621 BRIGHTON BEACH AVENUE,BRIGHTON BEACH AVENUE,BRIGHTON 6 STREET,BRIGHTON 7 STREET,ADDRESS,BROOKLYN,N/A,Closed,2016-10-14T11:34:42.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",2016-09-30T15:40:22.000,13 BROOKLYN,BROOKLYN,995031,149741,Unspecified,BROOKLYN,40.57767392007969,-73.96119004999974,"{'type': 'Point', 'coordinates': [-73.96119004999974, 40.57767392007969]}",,,
34442278,2016-09-30T00:00:00.000,2016-10-07T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11222,,,NORMAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,N/A,Closed,2016-10-14T15:35:41.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",2016-10-07T11:13:04.000,Unspecified BROOKLYN,BROOKLYN,997627,203576,Unspecified,BROOKLYN,40.725435680911936,-73.95173807563845,"{'type': 'Point', 'coordinates': [-73.95173807563845, 40.725435680911936]}",MANHATTAN AVENUE,NORMAN AVENUE,
34441559,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10002,202 RIVINGTON STREET,RIVINGTON STREET,RIDGE STREET,PITT STREET,ADDRESS,NEW YORK,N/A,Closed,2016-10-30T20:03:33.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T20:08:09.000,03 MANHATTAN,MANHATTAN,988937,201041,Unspecified,MANHATTAN,40.71848659137099,-73.9830918707806,"{'type': 'Point', 'coordinates': [-73.9830918707806, 40.71848659137099]}",,,
34440242,2016-09-30T00:00:00.000,2016-10-07T16:09:03.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11420,115-59 122 STREET,122 STREET,115 AVENUE,116 AVENUE,ADDRESS,South Ozone Park,N/A,Closed,2016-10-30T10:19:33.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-07T16:09:03.000,10 QUEENS,QUEENS,1035202,185768,Unspecified,QUEENS,40.676420370107756,-73.81630889184167,"{'type': 'Point', 'coordinates': [-73.81630889184167, 40.676420370107756]}",,,
34434865,2016-09-30T00:00:00.000,2016-09-27T16:30:21.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10011,119 WEST   15 STREET,WEST   15 STREET,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,N/A,Pending,2016-10-30T01:29:18.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-27T16:30:21.000,04 MANHATTAN,MANHATTAN,985047,208290,Unspecified,MANHATTAN,40.73838453302526,-73.99712400186061,"{'type': 'Point', 'coordinates': [-73.99712400186061, 40.73838453302526]}",,,
34441683,2016-09-30T00:00:00.000,2016-10-12T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,1640 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST 175 STREET,TENNEY PLACE,ADDRESS,BRONX,N/A,Closed,2016-10-30T02:39:56.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-12T00:00:00.000,05 BRONX,BRONX,1006620,248165,Unspecified,BRONX,40.84780232135824,-73.91914439829421,"{'type': 'Point', 'coordinates': [-73.91914439829421, 40.84780232135824]}",,,
34439648,2016-09-30T00:00:00.000,2016-10-07T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11417,109-15 CENTERVILLE STREET,CENTERVILLE STREET,PLATTWOOD AVENUE,ROSITA ROAD,ADDRESS,Ozone Park,N/A,Closed,2016-10-30T13:15:10.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-07T00:00:00.000,10 QUEENS,QUEENS,1030234,186625,Unspecified,QUEENS,40.67879983788429,-73.83421353129934,"{'type': 'Point', 'coordinates': [-73.83421353129934, 40.67879983788429]}",,,
34430450,2016-09-30T00:00:00.000,2016-10-05T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11216,257 HANCOCK STREET,HANCOCK STREET,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,N/A,Closed,2016-10-29T23:59:27.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-05T00:00:00.000,03 BROOKLYN,BROOKLYN,999315,188132,Unspecified,BROOKLYN,40.68304282831504,-73.9456826127719,"{'type': 'Point', 'coordinates': [-73.9456826127719, 40.68304282831504]}",,,
34438710,2016-09-30T00:00:00.000,2016-09-19T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10473,1217 HARDING PARK,HARDING PARK,,,LATLONG,BRONX,N/A,Pending,2016-10-30T10:58:42.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T11:01:45.000,Unspecified BRONX,BRONX,1023546,234141,Unspecified,BRONX,40.80925139644508,-73.85804817510484,"{'type': 'Point', 'coordinates': [-73.85804817510484, 40.80925139644508]}",,,
34440945,2016-09-30T00:00:00.000,2016-10-06T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST 171 STREET,ADDRESS,BRONX,N/A,Closed,2016-10-30T08:36:23.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-06T00:00:00.000,03 BRONX,BRONX,1010879,244199,Unspecified,BRONX,40.83690499980585,-73.9037661478319,"{'type': 'Point', 'coordinates': [-73.9037661478319, 40.83690499980585]}",,,
34440232,2016-09-30T00:00:00.000,2016-09-26T13:25:34.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462,20 METROPOLITAN OVAL,METROPOLITAN OVAL,BEND,BEND,ADDRESS,BRONX,N/A,Pending,2016-10-30T16:16:06.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T16:22:38.000,09 BRONX,BRONX,1023232,244698,Unspecified,BRONX,40.83822872044477,-73.85912112622498,"{'type': 'Point', 'coordinates': [-73.85912112622498, 40.83822872044477]}",,,
34449588,2016-09-30T00:00:00.000,2016-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,374 EAST   49 STREET,EAST   49 STREET,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development has closed this complaint administratively. Please file a new complaint through 311MOBILE, 311ONLINE or by calling 311 if the condition still exists.",2016-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,1003252,177119,Unspecified,BROOKLYN,40.65280703038938,-73.9315186685526,"{'type': 'Point', 'coordinates': [-73.9315186685526, 40.65280703038938]}",,,
34441560,2016-09-30T00:00:00.000,2016-10-12T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10460,437 MORRIS PARK AVENUE,MORRIS PARK AVENUE,EAST TREMONT AVENUE,LEBANON STREET,ADDRESS,BRONX,N/A,Closed,2016-10-30T12:48:54.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-12T00:00:00.000,06 BRONX,BRONX,1019285,245370,Unspecified,BRONX,40.84008970392234,-73.87338184282072,"{'type': 'Point', 'coordinates': [-73.87338184282072, 40.84008970392234]}",,,
34440944,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207,11 COOPER STREET,COOPER STREET,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,N/A,Closed,2016-10-30T13:40:26.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T13:46:30.000,04 BROOKLYN,BROOKLYN,1008900,188462,Unspecified,BROOKLYN,40.68392709946152,-73.91112237012467,"{'type': 'Point', 'coordinates': [-73.91112237012467, 40.68392709946152]}",,,
34440839,2016-09-30T00:00:00.000,2016-11-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10314,228 MERRILL AVENUE,MERRILL AVENUE,FIRTH ROAD,GRAHAM AVENUE,ADDRESS,STATEN ISLAND,N/A,Closed,2016-10-30T15:22:40.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-11-30T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,937540,161935,Unspecified,STATEN ISLAND,40.611027437388444,-74.1682329599826,"{'type': 'Point', 'coordinates': [-74.1682329599826, 40.611027437388444]}",,,
34439966,2016-09-30T00:00:00.000,2016-10-03T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10029,1872 THIRD AVENUE,THIRD AVENUE,EAST 103 STREET,EAST 104 STREET,ADDRESS,NEW YORK,N/A,Closed,2016-10-14T17:17:04.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",2016-10-07T11:14:42.000,11 MANHATTAN,MANHATTAN,999192,226996,Unspecified,MANHATTAN,40.789715080525056,-73.94603977564717,"{'type': 'Point', 'coordinates': [-73.94603977564717, 40.789715080525056]}",,,
34438706,2016-09-30T00:00:00.000,2016-10-04T11:44:44.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,145 LINCOLN ROAD,LINCOLN ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,N/A,Closed,2016-10-30T11:14:03.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-04T11:44:44.000,09 BROOKLYN,BROOKLYN,995872,180142,Unspecified,BROOKLYN,40.66111726234065,-73.95811024450647,"{'type': 'Point', 'coordinates': [-73.95811024450647, 40.66111726234065]}",,,
34443087,2016-09-30T00:00:00.000,2016-10-24T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool Cover,1-2 Family Dwelling,11357,169-19 24 ROAD,24 ROAD,169 STREET,UTOPIA PARKWAY,ADDRESS,Whitestone,N/A,Closed,2016-10-30T14:25:27.000,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,2016-10-24T00:00:00.000,07 QUEENS,QUEENS,1041108,221660,Unspecified,QUEENS,40.77489894325327,-73.7947135302056,"{'type': 'Point', 'coordinates': [-73.7947135302056, 40.77489894325327]}",,,
34441642,2016-09-30T00:00:00.000,2016-10-18T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,10462,2198 CRUGER AVENUE,CRUGER AVENUE,LYDIG AVENUE,PELHAM PARKWAY,ADDRESS,BRONX,N/A,Closed,2016-10-30T11:44:07.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-18T00:00:00.000,11 BRONX,BRONX,1021145,251285,Unspecified,BRONX,40.85631703985628,-73.86662717636435,"{'type': 'Point', 'coordinates': [-73.86662717636435, 40.85631703985628]}",,,
34442153,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10028,156 EAST   85 STREET,EAST   85 STREET,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,N/A,Closed,2016-10-30T22:36:08.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T00:00:00.000,08 MANHATTAN,MANHATTAN,996556,222940,Unspecified,MANHATTAN,40.77858650563962,-73.95556662223163,"{'type': 'Point', 'coordinates': [-73.95556662223163, 40.77858650563962]}",,,
34435221,2016-09-30T00:00:00.000,2016-10-07T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10001,18 WEST 30TH STREET,WEST 30TH STREET,,,LATLONG,NEW YORK,N/A,Closed,2016-10-30T00:14:27.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-07T00:00:00.000,Unspecified MANHATTAN,MANHATTAN,987687,211130,Unspecified,MANHATTAN,40.74617899298568,-73.9875960324635,"{'type': 'Point', 'coordinates': [-73.9875960324635, 40.74617899298568]}",,,
34441722,2016-09-30T00:00:00.000,2016-10-04T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11212,94 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,N/A,Closed,2016-10-30T20:21:41.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-04T00:00:00.000,17 BROOKLYN,BROOKLYN,1005529,181184,Unspecified,BROOKLYN,40.6639593791275,-73.923299761958,"{'type': 'Point', 'coordinates': [-73.923299761958, 40.6639593791275]}",,,
34437853,2016-09-30T00:00:00.000,2016-10-04T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11427,,,218 STREET,85 AVENUE,INTERSECTION,Queens Village,N/A,Closed,2016-10-30T16:34:33.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-04T13:01:22.000,Unspecified QUEENS,QUEENS,1053073,205788,Unspecified,QUEENS,40.73124944222503,-73.75167642277093,"{'type': 'Point', 'coordinates': [-73.75167642277093, 40.73124944222503]}",218 STREET,85 AVENUE,
34438586,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Construction Site,10024,7 WEST   82 STREET,WEST   82 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,N/A,Closed,2016-10-30T10:48:21.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T10:54:49.000,07 MANHATTAN,MANHATTAN,992069,224526,Unspecified,MANHATTAN,40.782944763549786,-73.97176602368206,"{'type': 'Point', 'coordinates': [-73.97176602368206, 40.782944763549786]}",,,
34440942,2016-09-30T00:00:00.000,2016-10-13T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,79C HETT AVENUE,HETT AVENUE,,,LATLONG,STATEN ISLAND,N/A,Closed,2016-10-30T19:13:54.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-13T00:00:00.000,Unspecified STATEN ISLAND,STATEN ISLAND,955684,144832,Unspecified,STATEN ISLAND,40.56416021484198,-74.10281244643798,"{'type': 'Point', 'coordinates': [-74.10281244643798, 40.56416021484198]}",,,
34441656,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,540 KOSCIUSZKO STREET,KOSCIUSZKO STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,N/A,Closed,2016-10-30T19:45:20.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-09-30T19:54:20.000,03 BROOKLYN,BROOKLYN,1002975,191686,Unspecified,BROOKLYN,40.69279075390608,-73.9324764811843,"{'type': 'Point', 'coordinates': [-73.9324764811843, 40.69279075390608]}",,,
34440241,2016-09-30T00:00:00.000,2016-10-21T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,18-63 LINDEN STREET,LINDEN STREET,,,LATLONG,RIDGEWOOD,N/A,Closed,2016-10-30T15:23:16.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-21T00:00:00.000,Unspecified QUEENS,QUEENS,1009729,196166,Unspecified,QUEENS,40.70507043483777,-73.90810420317888,"{'type': 'Point', 'coordinates': [-73.90810420317888, 40.70507043483777]}",,,
34438707,2016-09-30T00:00:00.000,2016-10-07T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11237,278 WILSON AVENUE,WILSON AVENUE,BLEECKER STREET,MENAHAN STREET,ADDRESS,BROOKLYN,N/A,Closed,2016-10-30T08:08:59.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-07T00:00:00.000,04 BROOKLYN,BROOKLYN,1006652,193219,Unspecified,BROOKLYN,40.69698993807407,-73.91921189818586,"{'type': 'Point', 'coordinates': [-73.91921189818586, 40.69698993807407]}",,,
34440116,2016-09-30T00:00:00.000,2016-10-04T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11205,140 VANDERBILT AVENUE,VANDERBILT AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,N/A,Closed,2016-10-30T17:10:22.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,2016-10-04T00:00:00.000,02 BROOKLYN,BROOKLYN,992581,192018,Unspecified,BROOKLYN,40.693717904898584,-73.96995747860747,"{'type': 'Point', 'coordinates': [-73.96995747860747, 40.693717904898584]}",,,
